Time,Temperature,Voltage,Amps,Resistance
Thu Aug 10 13:02:52 2023,294.048,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014354119999999997, -0.0001275965, -0.00011164720000000001, -9.570000000000001e-05, -7.973781e-05, -6.379579000000001e-05, -4.7847960000000004e-05, -3.189927e-05, -1.5949780000000003e-05, 2.1966e-09]",55731.71403642611
