Time,Temperature,Voltage,Amps,Resistance
Thu Aug 10 11:07:35 2023,294.073,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014353919999999997, -0.0001275916, -0.00011164330000000002, -9.569540000000001e-05, -7.973598e-05, -6.379394e-05, -4.784597000000001e-05, -3.1897289999999996e-05, -1.5948539999999998e-05, 3.7356e-09]",55732.713394464976
Thu Aug 10 11:07:44 2023,294.072,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014354, -0.00012759280000000002, -0.00011164539999999998, -9.569760000000002e-05, -7.973726e-05, -6.379507000000001e-05, -4.784759e-05, -3.189890000000001e-05, -1.5949290000000003e-05, 2.4759999999999993e-09]",55732.64225079306
Thu Aug 10 11:07:53 2023,294.072,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014354229999999997, -0.00012759630000000002, -0.0001116462, -9.569950000000001e-05, -7.973706999999999e-05, -6.379483000000001e-05, -4.7847339999999994e-05, -3.1898460000000004e-05, -1.594933e-05, 3.0536000000000003e-09]",55731.31196792687
Thu Aug 10 11:08:02 2023,294.073,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014354100000000001, -0.0001275962, -0.00011164690000000002, -9.570069999999999e-05, -7.973802999999999e-05, -6.379605e-05, -4.7848139999999996e-05, -3.1899170000000006e-05, -1.595002e-05, 2.2244e-09]",55731.81595530099
Thu Aug 10 11:08:10 2023,294.073,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014354119999999997, -0.00012759470000000002, -0.0001116479, -9.56999e-05, -7.973805999999999e-05, -6.379573e-05, -4.784773e-05, -3.18989e-05, -1.5950020000000003e-05, 2.4751000000000003e-09]",55731.835272823824
Thu Aug 10 11:08:19 2023,294.074,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014353819999999998, -0.0001275933, -0.00011164420000000003, -9.56989e-05, -7.973667000000002e-05, -6.379447e-05, -4.784673e-05, -3.189805e-05, -1.5948710000000003e-05, 3.3919999999999995e-09]",55732.55045452171
Thu Aug 10 11:08:28 2023,294.072,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435399, -0.0001275932, -0.00011164549999999999, -9.569910000000001e-05, -7.973584000000003e-05, -6.379386e-05, -4.784612e-05, -3.189755e-05, -1.594819e-05, 3.8525e-09]",55731.83894936114
Thu Aug 10 11:08:37 2023,294.072,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014354149999999997, -0.00012759529999999998, -0.00011164660000000002, -9.569899999999999e-05, -7.973816000000001e-05, -6.379590999999999e-05, -4.7848480000000006e-05, -3.189935e-05, -1.5950099999999998e-05, 2.0439000000000004e-09]",55732.07491704866
Thu Aug 10 11:08:46 2023,294.072,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014353889999999998, -0.0001275919, -0.0001116445, -9.56969e-05, -7.973674000000001e-05, -6.379464000000001e-05, -4.784716e-05, -3.189842e-05, -1.5949090000000002e-05, 2.987999999999999e-09]",55732.92173693754
Thu Aug 10 11:08:55 2023,294.071,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014353760000000002, -0.000127591, -0.0001116411, -9.569529999999999e-05, -7.973519e-05, -6.379282e-05, -4.784528999999999e-05, -3.189704e-05, -1.5947690000000002e-05, 4.3168e-09]",55733.03306123891
Thu Aug 10 11:09:04 2023,294.072,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014353859999999995, -0.0001275901, -0.00011164179999999999, -9.569630000000001e-05, -7.973636e-05, -6.379429e-05, -4.784661999999999e-05, -3.1897769999999996e-05, -1.594843e-05, 3.2411e-09]",55733.32129959708
Thu Aug 10 11:09:13 2023,294.073,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014353579999999998, -0.0001275882, -0.00011163989999999999, -9.5694e-05, -7.973569e-05, -6.379336999999999e-05, -4.7845630000000004e-05, -3.1897130000000005e-05, -1.5948159999999998e-05, 3.8595e-09]",55734.19008601596
Thu Aug 10 11:09:22 2023,294.071,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435369, -0.00012759029999999998, -0.00011164160000000001, -9.56948e-05, -7.973630999999999e-05, -6.379380999999999e-05, -4.784614e-05, -3.1897510000000005e-05, -1.5948359999999995e-05, 3.4818e-09]",55733.608662745886
Thu Aug 10 11:09:31 2023,294.072,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435372, -0.00012759, -0.0001116409, -9.56957e-05, -7.973701e-05, -6.379454999999999e-05, -4.784653e-05, -3.189768e-05, -1.5948520000000003e-05, 3.2319e-09]",55733.72800916468
Thu Aug 10 11:09:40 2023,294.071,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014354, -0.0001275936, -0.00011164470000000003, -9.569780000000002e-05, -7.973725999999999e-05, -6.379509e-05, -4.7847149999999995e-05, -3.18983e-05, -1.5949129999999998e-05, 2.8094e-09]",55732.40673192595
Thu Aug 10 11:09:49 2023,294.071,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014353579999999998, -0.0001275914, -0.0001116425, -9.5695e-05, -7.973605e-05, -6.379396e-05, -4.7846330000000005e-05, -3.189717e-05, -1.594843e-05, 3.6573000000000006e-09]",55733.50886458196
Thu Aug 10 11:09:58 2023,294.072,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014354009999999998, -0.00012759349999999996, -0.0001116438, -9.56974e-05, -7.973724e-05, -6.379547e-05, -4.784729e-05, -3.189867e-05, -1.5949489999999996e-05, 2.4294000000000003e-09]",55732.7055437084
Thu Aug 10 11:10:07 2023,294.071,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014354000000000002, -0.0001275946, -0.0001116465, -9.56984e-05, -7.973862999999999e-05, -6.379629e-05, -4.7848550000000005e-05, -3.189977e-05, -1.595038e-05, 1.5189000000000002e-09]",55732.70208199848
Thu Aug 10 11:10:16 2023,294.072,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.000143541, -0.0001275949, -0.0001116463, -9.56991e-05, -7.973851000000001e-05, -6.379612e-05, -4.7848460000000005e-05, -3.1900020000000004e-05, -1.595048e-05, 1.6466999999999997e-09]",55732.454121844356
Thu Aug 10 11:10:25 2023,294.072,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014353910000000002, -0.00012759190000000001, -0.0001116433, -9.56968e-05, -7.973653000000001e-05, -6.379434e-05, -4.784616e-05, -3.1897620000000006e-05, -1.594863e-05, 3.5077e-09]",55732.69974961158
Thu Aug 10 11:10:34 2023,294.072,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435402, -0.0001275945, -0.00011164359999999998, -9.569639999999999e-05, -7.973608e-05, -6.379393e-05, -4.784597e-05, -3.1897249999999993e-05, -1.594847e-05, 3.8308000000000005e-09]",55731.96255345701
Thu Aug 10 11:10:43 2023,294.073,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014353570000000002, -0.0001275898, -0.00011163970000000001, -9.56923e-05, -7.973467e-05, -6.379287000000001e-05, -4.7844629999999995e-05, -3.189636e-05, -1.594706e-05, 4.5726000000000005e-09]",55733.6680496576
Thu Aug 10 11:10:52 2023,294.071,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014353779999999998, -0.0001275933, -0.0001116429, -9.56955e-05, -7.973714e-05, -6.379481000000001e-05, -4.784705e-05, -3.18985e-05, -1.5949460000000004e-05, 2.6157e-09]",55733.30468661919
Thu Aug 10 11:11:01 2023,294.070,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435382, -0.0001275921, -0.0001116414, -9.5695e-05, -7.973609e-05, -6.379391e-05, -4.784643e-05, -3.18976e-05, -1.594838e-05, 3.3208000000000008e-09]",55733.17101328705
Thu Aug 10 11:11:10 2023,294.071,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435373, -0.0001275901, -0.00011164150000000002, -9.569710000000001e-05, -7.973634e-05, -6.379419000000002e-05, -4.7846500000000003e-05, -3.189767e-05, -1.59486e-05, 3.3763000000000004e-09]",55733.529441629704
Thu Aug 10 11:11:19 2023,294.071,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014353819999999998, -0.00012759, -0.00011164160000000001, -9.56955e-05, -7.973661e-05, -6.379460000000001e-05, -4.7846979999999996e-05, -3.189816e-05, -1.594888e-05, 3.0108e-09]",55733.66044434968
Thu Aug 10 11:11:28 2023,294.071,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014353530000000002, -0.0001275886, -0.00011163920000000001, -9.56933e-05, -7.973571e-05, -6.379387e-05, -4.784597e-05, -3.189713e-05, -1.5947999999999997e-05, 3.6343e-09]",55734.39565551983
Thu Aug 10 11:11:37 2023,294.070,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435359, -0.00012759069999999998, -0.00011164089999999999, -9.569539999999999e-05, -7.973617e-05, -6.379402e-05, -4.784607e-05, -3.189744e-05, -1.594834e-05, 3.413e-09]",55733.78161515832
Thu Aug 10 11:11:46 2023,294.071,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014353859999999998, -0.0001275912, -0.00011164369999999998, -9.569699999999999e-05, -7.973765e-05, -6.379547e-05, -4.784758999999999e-05, -3.1898790000000006e-05, -1.5949749999999998e-05, 2.3603000000000002e-09]",55733.44344184968
Thu Aug 10 11:11:55 2023,294.072,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435368, -0.00012759, -0.0001116429, -9.569380000000002e-05, -7.973715e-05, -6.379481000000001e-05, -4.784712999999999e-05, -3.189849e-05, -1.5949140000000002e-05, 2.3679e-09]",55734.096153903556
Thu Aug 10 11:12:04 2023,294.072,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435365, -0.0001275909, -0.00011164369999999998, -9.5695e-05, -7.973751000000001e-05, -6.379512e-05, -4.784757e-05, -3.189871e-05, -1.594969e-05, 1.9851000000000005e-09]",55734.06369778113
Thu Aug 10 11:12:12 2023,294.070,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435367, -0.0001275891, -0.0001116431, -9.569490000000002e-05, -7.973741999999999e-05, -6.379533999999999e-05, -4.784731e-05, -3.189890000000001e-05, -1.594961e-05, 2.2304e-09]",55734.31387889197
Thu Aug 10 11:12:21 2023,294.071,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435339, -0.0001275864, -0.00011163680000000002, -9.56922e-05, -7.973484000000001e-05, -6.379264999999999e-05, -4.7845029999999995e-05, -3.189638e-05, -1.594739e-05, 3.9873e-09]",55735.008344490605
Thu Aug 10 11:12:30 2023,294.071,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435332, -0.00012758730000000002, -0.00011163819999999999, -9.569e-05, -7.973535999999999e-05, -6.37933e-05, -4.784554e-05, -3.189676e-05, -1.5947609999999997e-05, 3.6154000000000006e-09]",55735.178874133446
Thu Aug 10 11:12:39 2023,294.070,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435355, -0.00012759109999999999, -0.00011164169999999999, -9.56942e-05, -7.973659000000001e-05, -6.379459000000001e-05, -4.7846890000000004e-05, -3.189815e-05, -1.594895e-05, 2.6449e-09]",55734.15746156936
Thu Aug 10 11:12:48 2023,294.070,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014353609999999997, -0.0001275897, -0.00011164020000000001, -9.569429999999998e-05, -7.973646999999999e-05, -6.379446999999998e-05, -4.784663999999999e-05, -3.189833e-05, -1.5948990000000002e-05, 2.9557e-09]",55734.35301537675
Thu Aug 10 11:12:57 2023,294.071,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435389, -0.00012759179999999998, -0.0001116419, -9.56954e-05, -7.973636000000001e-05, -6.37942e-05, -4.784655e-05, -3.1897849999999995e-05, -1.594856e-05, 3.2777000000000004e-09]",55733.0731167496
Thu Aug 10 11:13:06 2023,294.070,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435376, -0.00012759069999999998, -0.0001116433, -9.569569999999999e-05, -7.973732000000001e-05, -6.379507e-05, -4.784741e-05, -3.18986e-05, -1.594952e-05, 2.4247999999999997e-09]",55733.75380113335
Thu Aug 10 11:13:15 2023,294.071,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014353690000000002, -0.000127589, -0.0001116433, -9.56942e-05, -7.973604e-05, -6.379393e-05, -4.784632000000001e-05, -3.1897669999999996e-05, -1.594811e-05, 3.6151999999999997e-09]",55733.63366679156
Thu Aug 10 11:13:24 2023,294.069,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.000143536, -0.0001275894, -0.00011164199999999999, -9.56947e-05, -7.973616000000001e-05, -6.379414999999999e-05, -4.7846099999999996e-05, -3.189770999999999e-05, -1.5948589999999998e-05, 3.1957e-09]",55733.9953243602
Thu Aug 10 11:13:33 2023,294.070,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014353709999999998, -0.0001275913, -0.00011164320000000002, -9.569730000000002e-05, -7.973729e-05, -6.379502000000001e-05, -4.784732e-05, -3.189832e-05, -1.594929e-05, 2.7335e-09]",55733.54012926653
Thu Aug 10 11:13:42 2023,294.069,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435361, -0.00012759080000000002, -0.0001116389, -9.569460000000001e-05, -7.97361e-05, -6.379407e-05, -4.784629000000001e-05, -3.189773e-05, -1.5948320000000003e-05, 3.1437000000000006e-09]",55734.086945578936
Thu Aug 10 11:13:51 2023,294.070,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014353560000000002, -0.0001275898, -0.0001116403, -9.56949e-05, -7.973502e-05, -6.379320000000002e-05, -4.7845329999999996e-05, -3.189678e-05, -1.59476e-05, 3.9541999999999994e-09]",55733.744855564946
Thu Aug 10 11:14:00 2023,294.070,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.000143534, -0.0001275884, -0.00011164009999999999, -9.569289999999999e-05, -7.973595000000001e-05, -6.379356e-05, -4.784585e-05, -3.189716e-05, -1.5948140000000003e-05, 3.4069e-09]",55734.651107266836
Thu Aug 10 11:14:09 2023,294.080,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.000143536, -0.0001275893, -0.0001116405, -9.569330000000001e-05, -7.973640000000001e-05, -6.379464000000001e-05, -4.78467e-05, -3.189804e-05, -1.5949050000000003e-05, 2.5782e-09]",55734.522209197865
Thu Aug 10 11:14:18 2023,294.070,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014353189999999997, -0.0001275861, -0.0001116356, -9.568929999999999e-05, -7.973501000000001e-05, -6.379296999999999e-05, -4.7845090000000006e-05, -3.1896450000000005e-05, -1.5947619999999998e-05, 3.8813e-09]",55735.81421411411
Thu Aug 10 11:14:27 2023,294.070,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014353049999999998, -0.0001275842, -0.0001116351, -9.569010000000002e-05, -7.973408e-05, -6.379224999999999e-05, -4.784456e-05, -3.18958e-05, -1.594663e-05, 4.472100000000001e-09]",55736.007488326475
Thu Aug 10 11:14:36 2023,294.069,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.000143534, -0.0001275878, -0.0001116376, -9.56899e-05, -7.973588999999999e-05, -6.379383000000001e-05, -4.784617e-05, -3.189735e-05, -1.5948269999999996e-05, 2.7553e-09]",55735.38655548485
Thu Aug 10 11:14:45 2023,294.068,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014353149999999997, -0.0001275869, -0.0001116363, -9.56904e-05, -7.973466e-05, -6.379236000000001e-05, -4.7845029999999995e-05, -3.189627e-05, -1.594708e-05, 4.263e-09]",55735.44663361092
Thu Aug 10 11:14:54 2023,294.069,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435318, -0.0001275863, -0.00011163619999999999, -9.568990000000002e-05, -7.973520000000001e-05, -6.379294000000001e-05, -4.7845119999999995e-05, -3.18965e-05, -1.594737e-05, 3.9245e-09]",55735.659082867096
Thu Aug 10 11:15:03 2023,294.070,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014353450000000002, -0.0001275888, -0.0001116387, -9.56934e-05, -7.973569e-05, -6.379366000000001e-05, -4.784591999999999e-05, -3.189715e-05, -1.594797e-05, 3.462299999999999e-09]",55734.588346313714
Thu Aug 10 11:15:12 2023,294.080,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014353509999999995, -0.00012758900000000003, -0.00011164039999999998, -9.569269999999999e-05, -7.973640000000001e-05, -6.379435e-05, -4.784666000000001e-05, -3.1898100000000006e-05, -1.594871e-05, 2.8781e-09]",55734.67678427142
