Fri Jul 21 13:53:05 2023,4.364,"[0.0, 0.25, 0.5, 0.75, 1.0]","[5.227000000000002e-10, 4.491308e-06, 8.97368e-06, 1.345241e-05, 1.792887e-05]",55781.412764984925
Fri Jul 21 13:53:10 2023,4.360,"[0.0, 0.25, 0.5, 0.75, 1.0]","[1.8759e-09, 4.481507e-06, 8.97483e-06, 1.3448919999999999e-05, 1.793618e-05]",55758.73904425204
