Time,Temperature,Voltage,Amps,Resistance
Thu Aug 10 12:36:39 2023,294.049,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.000143543, -0.00012759509999999997, -0.0001116464, -9.56991e-05, -7.973690999999999e-05, -6.379507e-05, -4.7846979999999996e-05, -3.189859e-05, -1.594903e-05, 3.2580000000000005e-09]",55731.276662755954
Thu Aug 10 12:36:47 2023,294.048,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014354129999999998, -0.0001275955, -0.00011164519999999999, -9.5701e-05, -7.973708e-05, -6.379507e-05, -4.784716999999999e-05, -3.1898239999999995e-05, -1.5949369999999998e-05, 2.9783e-09]",55731.62281721657
Thu Aug 10 12:36:56 2023,294.050,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435407, -0.00012759400000000003, -0.00011164549999999999, -9.56999e-05, -7.973609999999999e-05, -6.379396e-05, -4.784588e-05, -3.189706e-05, -1.5948159999999998e-05, 4.083900000000001e-09]",55731.39799565389
Thu Aug 10 12:37:04 2023,294.049,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435415, -0.0001275939, -0.0001116433, -9.5699e-05, -7.973682e-05, -6.379472999999999e-05, -4.784685e-05, -3.189833e-05, -1.59491e-05, 3.0762e-09]",55732.07890639915
Thu Aug 10 12:37:12 2023,294.048,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014353979999999998, -0.00012759289999999998, -0.00011164350000000001, -9.56984e-05, -7.973562e-05, -6.379343000000001e-05, -4.784557000000001e-05, -3.189674999999999e-05, -1.594757e-05, 4.5521000000000004e-09]",55731.80930575959
Thu Aug 10 12:37:20 2023,294.049,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435419, -0.0001275952, -0.00011164579999999998, -9.570000000000001e-05, -7.973675000000001e-05, -6.379479999999998e-05, -4.7846569999999995e-05, -3.1897759999999995e-05, -1.59487e-05, 3.6114e-09]",55731.24537908027
Thu Aug 10 12:37:28 2023,294.049,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435423, -0.0001275952, -0.0001116461, -9.57001e-05, -7.973643e-05, -6.379464000000001e-05, -4.784651e-05, -3.1897910000000006e-05, -1.59486e-05, 3.7047999999999994e-09]",55731.11375443013
Thu Aug 10 12:37:36 2023,294.050,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435413, -0.00012759609999999998, -0.0001116479, -9.56999e-05, -7.973799999999999e-05, -6.379564e-05, -4.784764e-05, -3.189911e-05, -1.594978e-05, 2.447e-09]",55731.59452328319
Thu Aug 10 12:37:44 2023,294.050,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435429, -0.0001275951, -0.0001116461, -9.56993e-05, -7.973758000000001e-05, -6.379513e-05, -4.7847180000000004e-05, -3.189834e-05, -1.594926e-05, 3.1127000000000006e-09]",55731.34977440003
Thu Aug 10 12:37:52 2023,294.049,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435437, -0.0001275949, -0.0001116468, -9.57009e-05, -7.973709e-05, -6.37947e-05, -4.7847079999999997e-05, -3.1898359999999997e-05, -1.5949369999999998e-05, 3.1859999999999995e-09]",55731.05060481747
Thu Aug 10 12:38:00 2023,294.050,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435429, -0.0001275966, -0.00011164829999999999, -9.570000000000001e-05, -7.973687999999999e-05, -6.379498000000001e-05, -4.784693e-05, -3.1898149999999995e-05, -1.5949050000000003e-05, 3.0179e-09]",55730.81269993843
Thu Aug 10 12:38:08 2023,294.049,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435376, -0.0001275921, -0.00011164270000000001, -9.56959e-05, -7.973523e-05, -6.379292e-05, -4.7845370000000006e-05, -3.189673999999999e-05, -1.594734e-05, 4.5363e-09]",55732.54331803121
Thu Aug 10 12:38:16 2023,294.059,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014354100000000001, -0.0001275942, -0.0001116446, -9.569830000000001e-05, -7.973664000000001e-05, -6.379465000000001e-05, -4.7846720000000005e-05, -3.189784e-05, -1.5948679999999997e-05, 3.4745000000000004e-09]",55731.840457865146
Thu Aug 10 12:38:24 2023,294.051,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435395, -0.00012759270000000002, -0.0001116459, -9.56969e-05, -7.973656e-05, -6.379445999999998e-05, -4.7846730000000006e-05, -3.189801e-05, -1.5948510000000002e-05, 3.5212e-09]",55732.282176833665
Thu Aug 10 12:38:32 2023,294.049,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014354209999999998, -0.00012759419999999999, -0.0001116477, -9.56999e-05, -7.973720000000001e-05, -6.379505e-05, -4.7847039999999994e-05, -3.1898370000000004e-05, -1.5949430000000002e-05, 2.831e-09]",55731.507758947315
Thu Aug 10 12:38:40 2023,294.050,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435426, -0.0001275944, -0.00011164649999999999, -9.570120000000001e-05, -7.973741e-05, -6.379468e-05, -4.784695999999999e-05, -3.189844e-05, -1.594924e-05, 3.1757999999999997e-09]",55731.32339879046
Thu Aug 10 12:38:48 2023,294.049,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014354380000000002, -0.0001275948, -0.00011164719999999998, -9.57011e-05, -7.97372e-05, -6.379532e-05, -4.784736999999999e-05, -3.1898529999999995e-05, -1.594961e-05, 2.465e-09]",55731.21157036445
Thu Aug 10 12:38:56 2023,294.050,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435435, -0.00012759339999999998, -0.0001116461, -9.569879999999999e-05, -7.973751000000002e-05, -6.379529e-05, -4.784756999999999e-05, -3.189881e-05, -1.5949419999999998e-05, 2.6919e-09]",55731.70263027341
Thu Aug 10 12:39:04 2023,294.048,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435416, -0.0001275952, -0.0001116447, -9.56982e-05, -7.973738e-05, -6.379541e-05, -4.784740999999999e-05, -3.189859e-05, -1.594934e-05, 2.5495000000000003e-09]",55731.97141649266
Thu Aug 10 12:39:12 2023,294.049,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.00014354, -0.0001275914, -0.00011164479999999999, -9.56976e-05, -7.973604000000001e-05, -6.379395e-05, -4.784614e-05, -3.18972e-05, -1.5948449999999998e-05, 3.7379e-09]",55732.27823207356
Thu Aug 10 12:39:20 2023,294.049,"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435418, -0.00012759479999999997, -0.00011164430000000001, -9.56977e-05, -7.973648e-05, -6.37944e-05, -4.784637999999999e-05, -3.1897869999999996e-05, -1.594849e-05, 3.864699999999999e-09]",55731.545925451865
