Fri Jul 21 13:49:42 2023,4.365,"[0.0, 0.25, 0.5, 0.75, 1.0]","[-3.2938e-09, 4.487355e-06, 8.968697999999999e-06, 1.3456220000000003e-05, 1.793616e-05]",55744.12865786934
Fri Jul 21 13:49:46 2023,4.359,"[0.0, 0.25, 0.5, 0.75, 1.0]","[-3.666099999999999e-09, 4.482314e-06, 8.973865e-06, 1.3456350000000002e-05, 1.794056e-05]",55725.84358950706
Fri Jul 21 13:50:01 2023,4.364,"[0.0, 0.25, 0.5, 0.75, 1.0]","[3.3499e-09, 4.485864e-06, 8.967772e-06, 1.3446770000000001e-05, 1.793949e-05]",55762.264629776146
Fri Jul 21 13:50:15 2023,4.363,"[0.0, 0.25, 0.5, 0.75, 1.0]","[-1.1850000000000008e-09, 4.488727e-06, 8.964266e-06, 1.3452119999999998e-05, 1.793408e-05]",55761.34848740493
Fri Jul 21 13:50:30 2023,4.358,"[0.0, 0.25, 0.5, 0.75, 1.0]","[5.0465999999999995e-09, 4.478661e-06, 8.96605e-06, 1.3448390000000001e-05, 1.794218e-05]",55748.82332752621
