Fri Jul 21 13:36:39 2023,4.360,"[0.0, 0.25, 0.5, 0.75, 1.0]","[2.4119e-09, 4.482385e-06, 8.970615000000001e-06, 1.3449680000000001e-05, 1.794105e-05]",55748.10806004851
Fri Jul 21 13:36:44 2023,4.356,"[0.0, 0.25, 0.5, 0.75, 1.0]","[2.0965999999999996e-09, 4.482120000000001e-06, 8.970863000000001e-06, 1.345265e-05, 1.7940289999999998e-05]",55745.19239040805
Fri Jul 21 13:36:58 2023,4.361,"[0.0, 0.25, 0.5, 0.75, 1.0]","[-4.5926e-09, 4.473191e-06, 8.968304e-06, 1.345779e-05, 1.794271e-05]",55705.08763750361
Fri Jul 21 13:37:13 2023,4.357,"[0.0, 0.25, 0.5, 0.75, 1.0]","[5.9592e-09, 4.485436e-06, 8.970486e-06, 1.3452379999999997e-05, 1.79364e-05]",55768.932972988696
Fri Jul 21 13:37:28 2023,4.363,"[0.0, 0.25, 0.5, 0.75, 1.0]","[-3.941999999999999e-09, 4.4825089999999995e-06, 8.965935e-06, 1.3455139999999999e-05, 1.7937239999999998e-05]",55735.15279840335
Fri Jul 21 13:37:42 2023,4.359,"[0.0, 0.25, 0.5, 0.75, 1.0]","[-2.058000000000006e-10, 4.484876e-06, 8.971412999999999e-06, 1.345028e-05, 1.7938939999999998e-05]",55749.196528015294
Fri Jul 21 13:37:57 2023,4.361,"[0.0, 0.25, 0.5, 0.75, 1.0]","[-2.716000000000001e-10, 4.482768e-06, 8.976446e-06, 1.345064e-05, 1.793893e-05]",55745.99063939104
