Time,Temperature,Voltage,Amps,Resistance
Thu Aug 10 11:58:02 2023,294.053),"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435239, -0.0001275762, -0.0001116287, -9.56804e-05, -7.973204e-05, -6.378989e-05, -4.784239e-05, -3.1893509999999996e-05, -1.594443e-05, 6.9004e-09]",55738.56964897785
Thu Aug 10 11:58:06 2023,294.053),"[-8.0, -7.111111111111111, -6.222222222222222, -5.333333333333334, -4.444444444444445, -3.5555555555555554, -2.666666666666667, -1.7777777777777786, -0.8888888888888893, 0.0]","[-0.0001435236, -0.0001275799, -0.0001116307, -9.568289999999999e-05, -7.973291999999998e-05, -6.379125e-05, -4.784345000000001e-05, -3.18949e-05, -1.594559e-05, 5.159900000000001e-09]",55738.43606322289
